iu_ac;date_debut;date_fin;libelle;iu_nd_aval;libelle_nd_aval;iu_nd_amont;libelle_nd_amont;geo_point_2d;geo_shape
1483;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Av_Pte_Pre_St_Gervais;786;Serurier-Algerie-Pre_St_Gervais;3616;SI_Pre_St_Ger-Av_Pte_Pre_St_Ger;48.879513974483885, 2.401433074441183;"{""coordinates"": [[2.401249435778786, 48.88012073232375], [2.4016167131035795, 48.87890721664402]], ""type"": ""LineString""}"
5483;1996-11-08T01:00:00+00:00;2023-01-01T01:00:00+00:00;AI_A3_bretelle_2;3541;A3_bretelle_2;2878;Bagnolet_bretelles_2-5;48.865271490687824, 2.4181014412232944;"{""coordinates"": [[2.417656989162125, 48.86525293932576], [2.4185458932844637, 48.86529004204989]], ""type"": ""LineString""}"
1140;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rond_Pt_Pte_Plaine;630;Pte_Plaine-Louis_Vicat;627;Pte_Plaine-Av_Pte_Plaine;48.8271836019408, 2.2925336681919557;"{""coordinates"": [[2.292314466976208, 48.82717210622764], [2.2927528694077033, 48.82719509765397]], ""type"": ""LineString""}"
1144;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_Brancion;634;Pte_Brancion-Acces_PE;635;SE_Brancion;48.82584656199746, 2.2987187870387777;"{""coordinates"": [[2.297295271362407, 48.82627461109463], [2.297562225165021, 48.826123950198806], [2.3001700073133997, 48.82548860915328]], ""type"": ""LineString""}"
5411;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Batignolles;2081;SI_St_Ouen;2028;AI_Clichy;48.89921516757263, 2.3182676141997307;"{""coordinates"": [[2.3128621845970767, 48.897522387304655], [2.314147865557083, 48.89798564108551], [2.3164539960174166, 48.898719424267924], [2.3194617788017466, 48.89963071984905], [2.321772420013157, 48.900317443918404], [2.3228171521818015, 48.90043198422727], [2.3237655810168913, 48.90044912411162]], ""type"": ""LineString""}"
6093;1997-12-17T01:00:00+00:00;2023-01-01T01:00:00+00:00;AE_Bercy_A4_bretelle_7;2816;AE_A4;3156;Bercy_bretelles_7-11;48.827370985963185, 2.39315299962176;"{""coordinates"": [[2.3925203327652027, 48.82708053899542], [2.393785666478318, 48.82766143293094]], ""type"": ""LineString""}"
6375;2001-02-23T01:00:00+00:00;2023-01-01T01:00:00+00:00;AI_Lafont;2723;AI_Georges_Lafont;3304;AI_Lafont-1;48.83806114737112, 2.2548229082070153;"{""coordinates"": [[2.254984386812118, 48.83793823282743], [2.2546614296019127, 48.838184061914816]], ""type"": ""LineString""}"
6088;1997-12-17T01:00:00+00:00;2023-01-01T01:00:00+00:00;AE_A6A_bretelle_8;456;SE_Gentilly-AE_A6A;447;A6A_W;48.816447147980455, 2.339013495435144;"{""coordinates"": [[2.336782480836486, 48.81530009579526], [2.3371978486170617, 48.816248147865466], [2.3374582022794543, 48.81650299253921], [2.3378199568949225, 48.81670484883717], [2.338096625633866, 48.81672410763448], [2.341835964644588, 48.816481679800766]], ""type"": ""LineString""}"
1834;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_Villette;971;Pte_Villette-Sortie_PE_RN2;973;SE_Villette;48.90044135928867, 2.3904938524806028;"{""coordinates"": [[2.392301744188039, 48.89979533338021], [2.392094913049271, 48.8999704859774], [2.391515226102719, 48.90022505125673], [2.3907466780378583, 48.90046556813302], [2.3898873669106604, 48.90063655958703], [2.3891425785548512, 48.90074826185142], [2.3885839625682252, 48.90070969076045]], ""type"": ""LineString""}"
1830;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;N_2;971;Pte_Villette-Sortie_PE_RN2;942;Pte_Villette-Acces_PI;48.900438395641785, 2.3885514444585443;"{""coordinates"": [[2.3885189263488633, 48.90016710052311], [2.3885839625682252, 48.90070969076045]], ""type"": ""LineString""}"
4021;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_St_Ouen;2010;Pte_St_Ouen-PI;2080;SE_St_Ouen;48.90091089716675, 2.331802113105847;"{""coordinates"": [[2.3333189348530707, 48.90084739180984], [2.3302852913586234, 48.90097440252366]], ""type"": ""LineString""}"
4034;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_Clichy;2088;Pte_Clichy-Sortie_PE;2087;SE_Clichy;48.89729961191489, 2.311486952906961;"{""coordinates"": [[2.3127195314307905, 48.89769532663937], [2.310254374383131, 48.89690389719041]], ""type"": ""LineString""}"
5191;1996-10-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;Caporal_Peugeot;2735;Caporal_Peugeot-Bd_Somme;2734;Caporal_Peugeot-Oestreicher;48.886860722121284, 2.289826844314038;"{""coordinates"": [[2.2901028483923778, 48.886580872552614], [2.2895508402356977, 48.88714057168996]], ""type"": ""LineString""}"
1919;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_St_Ouen;2044;Av_St_Ouen-Fauvet;2042;Av_St_Ouen-Passage_St_Michel;48.889034901981276, 2.3261753784016737;"{""coordinates"": [[2.3260083063464623, 48.88852918291449], [2.3263424504568855, 48.88954062104807]], ""type"": ""LineString""}"
5260;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Grande_Armee;2346;Grande_Armee-Gal_Patton;2777;Grande_Armee-St_Ferdinand;48.87645297137277, 2.2862135082991797;"{""coordinates"": [[2.2853420973638694, 48.876728756696686], [2.28708491923449, 48.876177186048864]], ""type"": ""LineString""}"
1224;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_du_Maine;406;Av_du_Maine-Thibaud;404;Av_du_Maine-Moulin_Vert;48.829700455741644, 2.326220727053245;"{""coordinates"": [[2.326422525774354, 48.82921790857366], [2.326018928332136, 48.83018300290962]], ""type"": ""LineString""}"
